X_TREE	Y_TREE	BAREA	DBH	VOL	SPP
199.27	578.12	0.02	16	0.16	4
203.04	576.96	0.01	13	0.09	4
204.9	575.92	0.03	21	0.34	4
210.53	577.87	0.02	15	0.14	4
212.46	577.72	0.02	15	0.14	0
211.85	573.45	0.02	15	0.14	0
207.57	573.24	0.03	20	0.3	4
205.95	572.17	0.01	13	0.09	4
209.34	569.99	0.01	13	0.09	4
206.07	570.57	0.02	17	0.19	4
206.11	568.72	0.01	12	0.08	4
207.01	567.25	0.02	15	0.14	4
207.91	564.87	0.02	14	0.11	4
206.36	562.48	0.04	23	0.43	4
207.06	560.3	0.02	16	0.16	4
212.89	558.07	0.02	14	0.11	4
206.62	558.79	0.02	14	0.11	4
205.86	557.35	0.03	19	0.26	4
202.47	559.84	0.02	14	0.11	4
202.79	565.27	0.03	21	0.34	5
198.66	570.38	0.01	12	0.08	4
202.59	573.37	0.02	16	0.16	4
200.17	574.27	0.02	17	0.19	4
211.1	581.07	0.01	12	0.08	0
205.86	555.48	0.01	12	0.08	4
206.03	552.75	0.01	12	0.08	0
203.12	551.6	0.07	29	0.77	4
203.76	549.49	0.01	12	0.08	4
205.13	548.61	0.01	13	0.09	0
202.44	547.68	0.01	13	0.09	4
201.82	547.05	0.01	12	0.08	4
202.52	545.22	0.03	19	0.26	4
203.62	541.44	0.01	13	0.09	4
200.64	543.67	0.04	22	0.38	4
201.58	541.11	0.03	19	0.26	4
199.78	540.37	0.02	16	0.16	4
198.66	538.71	0.01	12	0.08	4
197.67	538.14	0.02	14	0.11	4
198.2	536.27	0.01	12	0.08	4
202.94	535.18	0.01	12	0.08	4
200.77	533.69	0.03	19	0.26	4
198.06	533.87	0.02	15	0.14	4
198.9	532.23	0.02	14	0.11	4
197.35	532.2	0.01	13	0.09	4
198.3	530.46	0.01	12	0.08	4
199.59	528.91	0.02	17	0.19	4
196.74	530.54	0.01	12	0.08	4
197.9	526.17	0.02	14	0.11	4
196.96	526.95	0.02	15	0.14	4
196.47	525.41	0.01	13	0.09	4
195.08	529.15	0.01	12	0.08	4
194.65	524.69	0.02	14	0.11	4
193.65	525.45	0.01	13	0.09	4
192.17	524.59	0.02	16	0.16	4
190.97	525.93	0.02	14	0.11	4
190.22	526.57	0.02	15	0.14	4
188.02	529.64	0.01	12	0.08	0
190.65	529.09	0.02	16	0.16	4
193.46	531.43	0.01	13	0.09	4
193.81	532.57	0.01	12	0.08	4
193.13	536.45	0.03	18	0.22	4
194.21	538.28	0.02	14	0.11	4
195.99	538.65	0.02	15	0.14	4
195.43	541.56	0.03	18	0.22	4
193.18	540.62	0.02	17	0.19	4
194.47	544.17	0.03	20	0.3	4
197.69	540.03	0.02	15	0.14	4
198.47	541.77	0.01	13	0.09	4
198.5	545.91	0.02	14	0.11	4
197.42	547.09	0.02	16	0.16	4
199.01	549.69	0.03	19	0.26	4
200.08	551.98	0.02	16	0.16	4
195.36	552.78	0.02	14	0.11	4
195.02	548.27	0.02	16	0.16	4
191.94	557.57	0.09	34	1.15	4
190.75	554.09	0.15	44	2.16	4
189.91	550.93	0.13	40	1.71	4
193.36	546.63	0.02	17	0.19	4
190.14	543.14	0.13	40	1.71	4
190.95	538.8	0.03	18	0.22	4
190.26	536.91	0.01	12	0.08	4
190.95	535.98	0.01	13	0.09	4
191.86	533.66	0.01	12	0.08	4
188.64	535.33	0.02	17	0.19	4
188.19	537.45	0.03	21	0.34	4
186.86	535.09	0.02	16	0.16	4
185.84	533.87	0.02	15	0.14	4
185.75	530.62	0.02	15	0.14	4
186.04	529.05	0.04	22	0.38	4
183.27	529.26	0.02	14	0.11	4
183.26	530.88	0.02	14	0.11	4
181.26	532.27	0.02	16	0.16	4
182.23	533.48	0.03	21	0.34	4
183.56	533.12	0.03	19	0.26	4
111.82	568.09	0.1	35	1.24	5
108.81	568.1	0.01	12	0.08	0
109.67	563.81	0.14	42	1.93	0
110.69	560.14	0.01	13	0.09	0
110.14	557.54	0.14	42	1.93	2
113.4	554.78	0.06	27	0.64	0
114.76	554.79	0.08	31	0.91	5
114.29	560.77	0.11	38	1.51	5
114.56	564.4	0.11	38	1.51	4
119.34	560.82	0.11	37	1.42	5
121.02	562.48	0.09	34	1.15	5
118.07	566.15	0.12	39	1.61	4
115.31	570.59	0.12	39	1.61	4
118.82	570.5	0.1	36	1.33	4
125.21	565.27	0.15	43	2.04	4
130.94	565.23	0.08	31	0.91	4
127.17	568.04	0.06	27	0.64	4
127.78	570.95	0.14	42	1.93	4
125.49	572.33	0.09	34	1.15	4
124.04	574.44	0.05	26	0.58	4
127.17	575.92	0.19	49	2.78	4
130.21	577.12	0.12	39	1.61	4
133.48	573.53	0.08	31	0.91	4
135.96	570.51	0.1	36	1.33	4
135.96	577.6	0.2	51	3.05	4
140.39	575.21	0.18	48	2.65	4
142.99	573.23	0.09	33	1.07	4
139.46	568.65	0.09	34	1.15	4
137.54	565.73	0.08	32	0.99	4
136.03	562.39	0.09	34	1.15	4
133.59	560.95	0.19	49	2.78	4
131.53	561.62	0.08	31	0.91	4
128.33	559.38	0.03	20	0.3	0
131.4	555.09	0.02	15	0.14	0
129.12	552.95	0.12	39	1.61	6
125.53	552.93	0.02	14	0.11	0
118.6	548.56	0.31	63	4.91	4
110.45	544.03	0.1	35	1.24	4
113.84	541.41	0.15	43	2.04	2
116.24	540.09	0.02	14	0.11	0
118.47	541.91	0.02	17	0.19	4
114.37	536.45	0.06	28	0.71	5
122.16	542.49	0.21	52	3.19	4
124.88	545.2	0.1	36	1.33	4
126.58	543.99	0.09	34	1.15	4
130.24	549.3	0.13	40	1.71	6
132.82	547.18	0.11	37	1.42	4
134.92	552.4	0.03	19	0.26	4
136.95	551.53	0.05	24	0.47	4
137.6	556.6	0.19	49	2.78	4
142.08	556.69	0.03	21	0.34	4
141.34	559.66	0.09	34	1.15	4
141.65	563.78	0.1	35	1.24	4
144.91	565.23	0.11	38	1.51	4
143.31	568.22	0.1	36	1.33	4
145.42	569.72	0.14	42	1.93	4
147.57	569.42	0.13	40	1.71	4
148.34	574.02	0.21	52	3.19	4
151.28	577.42	0.06	27	0.64	4
154.88	577.86	0.11	38	1.51	0
154.06	573.16	0.1	36	1.33	4
158.47	573.24	0.1	35	1.24	4
161.78	574.87	0.11	37	1.42	4
164.1	580.93	0.15	44	2.16	4
164.7	576.91	0.13	40	1.71	4
164.47	573.34	0.05	25	0.53	4
160.31	570.4	0.13	41	1.82	4
160.7	565.7	0.07	29	0.77	4
158.17	564.56	0.1	35	1.24	4
156.72	566.76	0.08	32	0.99	4
151.09	569.22	0.09	34	1.15	4
151.67	566.33	0.14	42	1.93	4
149.45	563.2	0.07	29	0.77	4
147.35	560.54	0.05	25	0.53	4
143.64	555.42	0.02	14	0.11	4
147.19	556.78	0.08	31	0.91	4
145.78	552.11	0.05	24	0.47	4
142.75	551.83	0.01	12	0.08	4
142.22	549.03	0.04	22	0.38	4
144.27	549.18	0.06	28	0.71	4
145.4	544.96	0.11	37	1.42	4
139.78	544.74	0.09	34	1.15	4
141.52	543.8	0.17	47	2.52	4
143	539.72	0.05	24	0.47	4
140.93	539.94	0.1	36	1.33	4
138.48	540.17	0.14	42	1.93	4
133.57	542.28	0.17	47	2.52	4
128.74	539.21	0.2	50	2.91	4
130.49	537.07	0.11	38	1.51	4
133.51	537.12	0.2	50	2.91	4
140.16	534.53	0.13	40	1.71	4
144.67	534.51	0.04	22	0.38	4
150.32	537.46	0.15	43	2.04	6
151.93	545.4	0.15	44	2.16	6
149.5	551.68	0.1	36	1.33	4
152.78	555.47	0.09	34	1.15	4
156.59	558.36	0.03	20	0.3	4
156.31	562.29	0.06	28	0.71	4
152	559.14	0.11	37	1.42	4
153.05	532.25	0.09	34	1.15	4
157.16	533.34	0.13	40	1.71	4
160.22	535.64	0.21	52	3.19	4
163.03	536.08	0.02	15	0.14	4
164.75	534.55	0.06	28	0.71	4
166.1	541.63	0.23	54	3.48	4
173.4	535.09	0.01	12	0.08	4
177.18	533.78	0.05	26	0.58	4
183.26	535.13	0.02	15	0.14	4
184.77	536.79	0.03	21	0.34	4
184.51	538.77	0.02	15	0.14	4
183.95	540.44	0.01	12	0.08	4
185.07	541.39	0.02	14	0.11	4
187.72	540.73	0.02	14	0.11	4
187.42	544.88	0.02	15	0.14	4
185.38	546.7	0.02	14	0.11	4
185.88	548.15	0.02	15	0.14	4
181.47	545.51	0.02	14	0.11	0
177.43	542.3	0.16	45	2.27	4
175.56	539.71	0.03	18	0.22	5
173.04	542.27	0.06	28	0.71	4
168.02	540.38	0.1	35	1.24	4
166.68	542.51	0.01	13	0.09	4
168.2	543.46	0.02	15	0.14	4
164.94	538.16	0.17	47	2.52	4
162.86	543.72	0.01	12	0.08	0
160.22	542.58	0.15	44	2.16	6
156.7	538.9	0.09	34	1.15	6
154.85	543.3	0.01	13	0.09	0
155.01	545.73	0.02	15	0.14	0
157.63	549.39	0.12	39	1.61	6
157.53	550.36	0.01	13	0.09	0
159.05	551.63	0.11	38	1.51	6
161.96	549.4	0.01	12	0.08	0
162.36	548.03	0.17	46	2.4	6
161.87	546.67	0.03	20	0.3	0
165.35	545.18	0.01	12	0.08	0
169.36	545.14	0.11	37	1.42	4
171.44	547.08	0.09	33	1.07	4
171.42	550.06	0.09	33	1.07	4
174.8	546.16	0.13	41	1.82	4
178.27	547.46	0.13	41	1.82	4
180.19	549.4	0.11	37	1.42	4
181.85	551.84	0.11	37	1.42	4
179.75	552.53	0.04	23	0.43	4
176.66	553.81	0.08	31	0.91	4
173.08	555.14	0.08	32	0.99	4
170.91	552.06	0.12	39	1.61	4
169.38	555.22	0.01	13	0.09	4
166.43	555.52	0.1	35	1.24	4
164.57	556.6	0.11	37	1.42	4
162.72	556.94	0.02	14	0.11	0
164.3	562.34	0.13	41	1.82	4
166.54	559.93	0.05	26	0.58	4
168.95	558.53	0.01	13	0.09	4
171.52	558.34	0.03	21	0.34	4
176.62	557.01	0.08	32	0.99	4
175.55	560.5	0.15	44	2.16	4
179.63	557.2	0.03	18	0.22	4
180.62	560.14	0.11	38	1.51	4
182.88	556.17	0.01	13	0.09	4
185.59	556.04	0.11	37	1.42	4
187.82	559.44	0.15	43	2.04	4
182.39	563.2	0.13	40	1.71	4
177.84	563.37	0.1	36	1.33	4
171	564.39	0.2	51	3.05	4
169.53	571.71	0.02	16	0.16	4
172.05	571.46	0.02	17	0.19	4
173.5	573	0.06	28	0.71	4
175.28	572.14	0.04	23	0.43	4
172.92	576.55	0.04	23	0.43	4
175.29	578.66	0.04	23	0.43	4
172.73	581.19	0.02	15	0.14	3
176.02	576.63	0.02	14	0.11	4
178.5	578.01	0.03	21	0.34	4
179.12	575	0.03	18	0.22	4
181.7	571.55	0.12	39	1.61	4
178.6	566.96	0.18	48	2.65	4
184.2	569.63	0.11	38	1.51	4
185.21	564.68	0.15	43	2.04	4
182.01	576.09	0.03	20	0.3	4
181.96	578.04	0.06	28	0.71	4
182.15	581.45	0.05	25	0.53	3
189.5	581.05	0.14	42	1.93	4
194.5	578.18	0.25	56	3.77	5
192.02	577.38	0.03	18	0.22	5
191.65	572.73	0.22	53	3.33	4
188	575.23	0.02	15	0.14	4
185.73	575.84	0.09	33	1.07	4
186.89	573.06	0.03	21	0.34	4
187.6	568.54	0.05	24	0.47	4
187.78	563.62	0.07	30	0.84	4
194.31	565.15	0.15	43	2.04	5
200.04	562.38	0.07	30	0.84	4
196.94	556.85	0.07	30	0.84	4
189.28	525.39	0.02	14	0.11	4
191.49	517.67	0.01	13	0.09	1
193.92	516.81	0.04	23	0.43	0
185.59	510.38	0.03	18	0.22	0
184.16	511.11	0.02	17	0.19	1
181.01	507.59	0.02	17	0.19	1
179.49	508.63	0.02	15	0.14	1
176.45	509.06	0.01	12	0.08	1
174.75	507.46	0.01	13	0.09	1
172.33	508.21	0.02	15	0.14	1
176.8	505.5	0.01	12	0.08	1
173.98	503.61	0.02	17	0.19	3
171.4	502.25	0.02	16	0.16	1
170.67	500.22	0.02	15	0.14	1
168.36	500.82	0.01	13	0.09	1
165.05	498.86	0.02	15	0.14	1
169.19	498.01	0.01	12	0.08	1
173.24	495.22	0.01	12	0.08	2
186.07	521.97	0.03	21	0.34	4
185.24	523.35	0.02	16	0.16	4
184.46	524.78	0.02	14	0.11	4
183.09	521.48	0.02	14	0.11	4
183.08	519	0.01	12	0.08	4
180.37	521.45	0.01	12	0.08	4
177.27	523.16	0.02	14	0.11	4
181.06	524.69	0.06	27	0.64	4
181.16	527.24	0.03	20	0.3	4
181.27	529.48	0.03	20	0.3	4
179.78	528.2	0.02	14	0.11	4
178.43	529.36	0.02	14	0.11	4
179.24	530.94	0.02	14	0.11	4
176.42	528.86	0.04	22	0.38	4
175.99	527.93	0.01	12	0.08	4
177.49	525.56	0.04	22	0.38	4
174.38	525.26	0.03	20	0.3	4
171.45	526.85	0.03	19	0.26	4
168.33	529.27	0.03	20	0.3	4
169.77	530.14	0.01	13	0.09	4
171.24	531.27	0.01	12	0.08	4
173.08	532.44	0.05	26	0.58	4
168.62	525.96	0.04	22	0.38	4
189.13	517.93	0.02	15	0.14	1
187.37	519.15	0.01	12	0.08	1
183.47	514.74	0.02	17	0.19	1
140.11	508.34	0.02	14	0.11	4
142.33	509.75	0.03	21	0.34	4
144.77	510.24	0.02	14	0.11	4
146.88	508.96	0.03	20	0.3	4
148.79	510.85	0.03	20	0.3	4
147.91	512.37	0.01	13	0.09	4
151.6	511.81	0.04	23	0.43	4
152.96	515.66	0.05	26	0.58	4
154.53	514.78	0.04	23	0.43	4
155.69	517.79	0.04	22	0.38	4
156.21	519.65	0.03	21	0.34	4
157.16	516.71	0.03	18	0.22	4
158.47	519.25	0.02	17	0.19	4
156.22	522	0.03	21	0.34	4
159.59	523.89	0.05	24	0.47	4
160.38	522.12	0.04	23	0.43	4
161.35	525.54	0.05	25	0.53	4
164.5	525.94	0.03	19	0.26	4
165.26	523.69	0.02	15	0.14	4
167.97	523.75	0.02	17	0.19	4
169.78	522.82	0.03	21	0.34	4
173.05	524.11	0.03	19	0.26	4
173.97	521.77	0.04	22	0.38	4
171.39	520.76	0.03	21	0.34	4
173.14	519.23	0.02	15	0.14	4
181.35	517.78	0.01	13	0.09	4
181.19	516.39	0.01	13	0.09	4
178.24	515.81	0.01	13	0.09	4
175.74	516.23	0.07	30	0.84	5
172.57	517.29	0.01	13	0.09	4
172.39	515.01	0.02	15	0.14	4
174.72	511.85	0.03	18	0.22	4
172.96	512.14	0.02	15	0.14	4
172.38	510.28	0.01	12	0.08	4
169.84	510.82	0.02	17	0.19	4
170.05	513.26	0.01	12	0.08	4
168.83	515.7	0.04	23	0.43	4
166.18	516.68	0.02	15	0.14	4
169.26	519.08	0.02	16	0.16	4
167.89	520.27	0.03	19	0.26	4
165.75	519.63	0.03	20	0.3	4
164.91	521.22	0.01	13	0.09	4
163.18	521.77	0.03	19	0.26	4
163.14	518.9	0.03	19	0.26	4
162.25	518.17	0.03	20	0.3	4
164.67	515.69	0.04	23	0.43	4
163.61	516.94	0.01	13	0.09	4
166.93	513.22	0.03	20	0.3	4
167.78	509	0.02	16	0.16	4
159.8	515.55	0.03	20	0.3	4
162.32	513.53	0.01	13	0.09	4
163	511.8	0.01	12	0.08	4
164.69	509.97	0.01	13	0.09	4
169.15	507.81	0.01	12	0.08	4
167.75	506.69	0.02	16	0.16	4
165.87	507.22	0.03	18	0.22	4
165.77	504.99	0.03	21	0.34	4
164.21	504.82	0.01	13	0.09	4
163.17	506.63	0.02	16	0.16	4
161.24	508.36	0.01	12	0.08	4
164.17	508.64	0.02	15	0.14	4
161.37	510.78	0.03	18	0.22	4
159.47	512.62	0.02	16	0.16	4
156.53	513.48	0.07	29	0.77	4
159.44	509.44	0.01	13	0.09	4
161.55	503.45	0.03	18	0.22	4
162.21	500.04	0.03	20	0.3	4
160.42	501.13	0.02	16	0.16	4
161.61	498.08	0.03	21	0.34	4
158.95	500.14	0.02	17	0.19	4
157.42	503.21	0.01	13	0.09	4
156.93	505.53	0.05	24	0.47	4
141.1	505.7	0.06	28	0.71	4
144.83	506.7	0.04	23	0.43	4
147.2	505.33	0.01	12	0.08	4
149.02	506.48	0.02	16	0.16	4
149.33	508.76	0.02	16	0.16	4
152.39	508.62	0.01	13	0.09	4
154.71	509.05	0.06	27	0.64	4
154.68	507.12	0.04	22	0.38	4
157.29	507.95	0.02	17	0.19	4
154.98	504.3	0.04	22	0.38	4
155.4	502.76	0.01	13	0.09	4
153.74	502.62	0.03	18	0.22	4
151.63	505.16	0.03	21	0.34	4
150.73	502.31	0.04	22	0.38	4
148.24	502.7	0.04	23	0.43	4
148.44	504.01	0.03	20	0.3	4
144.9	503.2	0.05	24	0.47	4
141.52	503.67	0.02	14	0.11	4
142.44	502.26	0.03	20	0.3	4
140.12	501.4	0.02	15	0.14	4
140.16	498.96	0.02	15	0.14	4
142.02	497.63	0.02	15	0.14	4
145	498.75	0.01	12	0.08	4
147.01	500.1	0.01	12	0.08	4
147.68	498.76	0.02	17	0.19	4
146.05	497.24	0.02	14	0.11	4
146.57	496.37	0.01	13	0.09	4
149.68	497.7	0.01	13	0.09	4
151.14	500.52	0.03	18	0.22	4
152.07	499.33	0.03	19	0.26	4
157.17	498.84	0.02	15	0.14	4
157.04	497.55	0.01	12	0.08	4
159.24	498	0.03	20	0.3	4
159.88	495.87	0.01	13	0.09	4
158.84	495.33	0.02	14	0.11	4
164.01	492.05	0.02	14	0.11	4
161.88	491.4	0.01	12	0.08	4
162.88	488.74	0.02	15	0.14	4
161.5	488.4	0.01	12	0.08	4
157.34	492.94	0.03	18	0.22	4
156.09	492.22	0.04	23	0.43	4
156.7	494.98	0.03	19	0.26	4
155.29	496.65	0.02	14	0.11	4
153.52	496.36	0.02	16	0.16	4
153.71	493.76	0.02	14	0.11	4
151.84	494.57	0.01	13	0.09	4
150.99	496.62	0.01	13	0.09	4
149.68	495.73	0.02	16	0.16	4
148.59	492.68	0.01	13	0.09	4
149.44	491.1	0.02	14	0.11	4
150.33	490.33	0.01	12	0.08	4
152.15	489.9	0.03	19	0.26	4
152.88	492.01	0.02	14	0.11	4
154.52	490.99	0.02	17	0.19	4
149.73	488.48	0.03	20	0.3	4
148.47	488.25	0.02	14	0.11	4
146.85	484.35	0.01	13	0.09	4
144.2	486.01	0.01	12	0.08	4
145.69	487.13	0.02	14	0.11	4
145.39	487.99	0.03	18	0.22	4
143.39	487.1	0.01	13	0.09	4
147.11	490.42	0.02	14	0.11	4
146.15	491.81	0.01	13	0.09	4
143.11	491.5	0.02	15	0.14	4
144.04	493.63	0.03	19	0.26	4
142.38	495.81	0.01	12	0.08	4
139.77	496.99	0.02	17	0.19	4
139.16	503.87	0.01	13	0.09	4
137.03	504.37	0.03	18	0.22	4
137.12	501.27	0.06	27	0.64	4
137.89	498.1	0.01	13	0.09	4
136.74	497.08	0.02	17	0.19	4
138.35	496.53	0.02	16	0.16	4
136.09	495.2	0.01	13	0.09	4
136.82	493.5	0.03	20	0.3	4
139.61	493.48	0.02	14	0.11	4
138.69	491.28	0.02	15	0.14	4
140.93	491.01	0.03	20	0.3	4
139.12	488.88	0.02	14	0.11	4
142.05	486.82	0.02	14	0.11	4
141.27	485.26	0.02	14	0.11	4
142.98	483.15	0.03	18	0.22	4
141.62	482.53	0.01	13	0.09	4
140.49	482.36	0.01	12	0.08	4
139.73	483.64	0.02	15	0.14	4
138.4	484.61	0.02	16	0.16	4
136.94	485.25	0.02	14	0.11	4
136.46	488	0.02	17	0.19	4
134.47	489.09	0.02	14	0.11	4
134.11	490.02	0.03	19	0.26	4
135.73	492.47	0.02	15	0.14	4
135.86	491.34	0.01	12	0.08	4
133.52	492.32	0.02	15	0.14	4
133.05	494.47	0.04	22	0.38	4
132.83	499.14	0.03	18	0.22	4
133.87	500.84	0.04	23	0.43	4
131.8	502.23	0.03	21	0.34	4
133.99	505.28	0.03	19	0.26	4
130.21	504.17	0.02	16	0.16	4
128.02	504.54	0.01	13	0.09	4
127.86	502.31	0.03	20	0.3	4
128.63	500.06	0.02	17	0.19	4
130.59	499.79	0.02	16	0.16	4
129.88	498.21	0.03	19	0.26	4
127.96	498.23	0.02	17	0.19	4
127.92	496.24	0.03	21	0.34	4
129.74	494.58	0.01	12	0.08	4
131.76	492.98	0.02	16	0.16	4
132.27	491.26	0.01	12	0.08	4
132.26	488.79	0.02	15	0.14	4
131.58	488.5	0.02	17	0.19	4
129.93	489.29	0.02	16	0.16	4
129.19	488.22	0.01	12	0.08	4
129.42	486.3	0.02	15	0.14	4
132.96	485.76	0.01	12	0.08	4
134.01	484.71	0.01	12	0.08	4
134.09	483.21	0.01	13	0.09	4
132.68	483.02	0.02	16	0.16	4
124.51	485.61	0.02	17	0.19	4
120.56	477.04	0.01	12	0.08	4
113.53	471.69	0.02	14	0.11	4
111.37	475.98	0.01	12	0.08	4
111.19	480.78	0.01	12	0.08	4
104.96	480.66	0.01	12	0.08	4
99.82	478.95	0.01	12	0.08	4
98.2	480.44	0.01	13	0.09	4
98.91	481.52	0.01	12	0.08	4
100.98	481.76	0.01	12	0.08	4
100.14	484.83	0.01	13	0.09	4
99.06	486.39	0.02	16	0.16	4
103.88	482.85	0.02	14	0.11	4
104.2	484.12	0.02	14	0.11	4
106.92	483.42	0.02	14	0.11	4
117.78	480.19	0.01	12	0.08	4
118.86	479.18	0.01	13	0.09	4
118.84	483.42	0.02	15	0.14	4
115.92	484.87	0.01	13	0.09	4
114.67	483.49	0.01	12	0.08	4
113.93	482.13	0.01	12	0.08	4
112.05	483.99	0.02	14	0.11	4
112.16	486.8	0.02	14	0.11	4
110.54	484.62	0.02	15	0.14	4
107.95	484.61	0.02	14	0.11	4
112.64	488.76	0.01	13	0.09	4
108.62	489.92	0.01	13	0.09	4
108.83	491.29	0.03	21	0.34	4
105.21	487.87	0.01	13	0.09	4
104.16	488.19	0.01	13	0.09	4
101.3	488.88	0.02	14	0.11	4
103.44	491.26	0.03	21	0.34	4
106.46	492.06	0.02	14	0.11	4
101.1	493.13	0.02	15	0.14	4
111.42	498.15	0.03	20	0.3	4
112.73	499.17	0.02	15	0.14	4
101.96	497.61	0.02	16	0.16	4
104.8	499.46	0.02	15	0.14	4
103.98	496.57	0.03	19	0.26	4
106.36	494.89	0.01	12	0.08	4
107.59	496.52	0.01	12	0.08	4
107.39	493.74	0.02	16	0.16	4
109.77	492.38	0.02	16	0.16	4
112.7	493.35	0.02	15	0.14	4
113.76	492.23	0.02	14	0.11	4
121.91	495	0.02	17	0.19	4
116.07	490.99	0.02	16	0.16	4
117.51	489.13	0.03	18	0.22	4
103.37	501.66	0.04	22	0.38	4
104.59	502.56	0.04	22	0.38	4
105.24	506.61	0.05	26	0.58	4
104.26	509.98	0.02	15	0.14	4
106.67	511.03	0.03	19	0.26	4
111.15	509.73	0.01	13	0.09	4
109.99	507.07	0.07	29	0.77	4
108.5	507.73	0.03	18	0.22	4
108.73	503.05	0.06	27	0.64	4
107.05	501.72	0.04	22	0.38	4
107.4	498.96	0.03	18	0.22	4
109.29	499.47	0.01	12	0.08	4
110.41	496.56	0.02	14	0.11	4
110.39	497.96	0.02	16	0.16	4
111.33	499.23	0.01	12	0.08	4
112.8	500.93	0.02	17	0.19	4
111.18	502.16	0.02	15	0.14	4
110.65	503.14	0.01	13	0.09	4
113.73	509.12	0.02	15	0.14	4
116.36	508.06	0.03	20	0.3	4
115.2	506.57	0.03	18	0.22	4
115.71	504.63	0.05	24	0.47	4
117.51	502.41	0.04	22	0.38	4
120.3	502.54	0.02	17	0.19	4
119.61	507.77	0.03	21	0.34	4
121.92	505.03	0.03	20	0.3	4
124.49	504.52	0.04	22	0.38	4
124.39	501.73	0.03	20	0.3	4
126.48	500.52	0.02	15	0.14	4
124.81	498.9	0.02	14	0.11	4
122.19	498.64	0.05	26	0.58	4
119.58	497.45	0.02	17	0.19	4
118.38	497.14	0.01	12	0.08	4
118.11	499.11	0.02	17	0.19	4
116.07	498.82	0.05	26	0.58	4
115.59	500.7	0.02	15	0.14	4
114.35	499.48	0.03	21	0.34	4
113.03	495.02	0.03	21	0.34	4
115.46	495.57	0.01	12	0.08	4
117.18	495.18	0.02	15	0.14	4
118.5	492.53	0.01	13	0.09	4
120.9	492.29	0.03	20	0.3	4
121.43	489.66	0.02	15	0.14	4
121.19	487.03	0.03	18	0.22	4
120.16	484.53	0.02	14	0.11	4
120.32	483.37	0.02	16	0.16	4
121.65	484.34	0.01	12	0.08	4
122.94	485.62	0.02	14	0.11	4
124.55	487.48	0.01	13	0.09	4
127.42	483.96	0.01	12	0.08	4
128.86	484.02	0.01	12	0.08	4
127.4	487.8	0.02	14	0.11	4
126.54	488.61	0.03	20	0.3	4
126.52	491.12	0.01	13	0.09	4
129.1	491.51	0.02	16	0.16	4
126.69	494.03	0.02	17	0.19	4
124.82	491.69	0.03	18	0.22	4
123.92	490.7	0.01	13	0.09	4
122.82	491.64	0.01	12	0.08	4
123.66	493.66	0.01	13	0.09	4
122.12	495.9	0.05	24	0.47	4
125.01	496.52	0.02	17	0.19	4
132.35	508.26	0.09	34	1.15	2
129.2	508.94	0.05	24	0.47	0
131.59	510.47	0.02	17	0.19	0
130.14	510.92	0.36	68	5.79	6
136.65	512.51	0.05	25	0.53	0
133.07	516.37	0.1	36	1.33	4
129.47	515.98	0.11	37	1.42	4
130.06	518.57	0.07	29	0.77	4
128.71	512.11	0.03	21	0.34	0
124.95	512.42	0.02	17	0.19	0
124.31	515.14	0.04	23	0.43	0
121.31	514.89	0.06	28	0.71	0
123.32	517.02	0.03	19	0.26	0
126.76	519.46	0.12	39	1.61	4
125.96	521.36	0.01	13	0.09	4
129.25	523.34	0.07	29	0.77	4
132.33	523.84	0.05	25	0.53	4
134.64	521.28	0.15	44	2.16	4
136.06	519.19	0.1	35	1.24	4
138.51	515.74	0.02	15	0.14	0
140.94	517.47	0.08	32	0.99	0
138.32	519.21	0.02	15	0.14	4
144.78	518.9	0.06	27	0.64	0
143.63	521.91	0.06	28	0.71	4
140.88	521.72	0.02	14	0.11	4
148.91	524.12	0.1	36	1.33	4
151.03	526.24	0.04	22	0.38	4
155.12	528.02	0.05	25	0.53	4
157.76	529.03	0.15	43	2.04	4
150.47	528.94	0.11	38	1.51	4
147.21	529.74	0.1	36	1.33	4
145.79	526.68	0.15	43	2.04	4
144.09	529.96	0.1	36	1.33	4
142.85	526.72	0.13	41	1.82	4
137.95	523.11	0.18	48	2.65	4
137.36	528.17	0.05	25	0.53	4
130.12	528.79	0.08	31	0.91	4
107.3	516.98	0.07	30	0.84	0
111.81	517.08	0.17	46	2.4	3
109.95	522.56	0.09	34	1.15	0
108.26	525.68	0.06	27	0.64	4
110	527.87	0.07	29	0.77	4
112.74	526.86	0.14	42	1.93	4
114.26	522.82	0.1	35	1.24	4
117.82	519.29	0.05	24	0.47	0
118.49	522.69	0.1	35	1.24	4
116.54	526.19	0.14	42	1.93	4
111.62	531.97	0.13	41	1.82	4
115.12	533.33	0.1	36	1.33	4
121.48	533.31	0.09	34	1.15	4
120.86	529.04	0.06	28	0.71	4
122	524.32	0.05	25	0.53	4
124.15	527.06	0.17	46	2.4	4
126.69	524.26	0.04	22	0.38	4
124.98	530.45	0.05	26	0.58	4
123.65	537.19	0.07	30	0.84	4
126.59	534.9	0.1	35	1.24	4
129.02	533	0.15	43	2.04	4
132.62	531.06	0.09	34	1.15	4
134.91	528.12	0.05	25	0.53	4
136.73	531.84	0.02	16	0.16	4
138.61	532.51	0.06	27	0.64	4
193.46	420.93	0.25	56	3.77	0
195.21	424.72	0.31	63	4.91	0
191.13	422.47	0.08	32	0.99	0
181.87	426.76	0.11	38	1.51	2
186.37	431.13	0.24	55	3.62	0
182.53	431.88	0.25	56	3.77	0
