PLOT_ID2	XCOORD	YCOORD	BC_91BAREA	BC_02BAREA	BE_91BAREA	BE_02BAREA	BF_91BAREA	BF_02BAREA	EH_91BAREA	EH_02BAREA	LA_91BAREA	LA_02BAREA	PB_91BAREA	PB_02BAREA	PC_91BAREA	PC_02BAREA	RM_91BAREA	RM_02BAREA	RO_91BAREA	RO_02BAREA	RP_91BAREA	RP_02BAREA	RS_91BAREA	RS_02BAREA	SM_91BAREA	SM_02BAREA	WA_91BAREA	WA_02BAREA	WP_91BAREA	WP_02BAREA	YB_91BAREA	YB_02BAREA	BAREA91_TOT	BAREA02_TOT	BOLE91_KGH	BOLE02_KGH	BRANCH91_KGH	BRANCH02_KGH	FOLIAGE91_KGH	FOLIAGE02_KGH	WOOD91_KGH	WOOD02_KGH	ALLBIO91_KGH	ALLBIO02_KGH	BC_91BOLE	BC_02BOLE	BC_91BRANC	BC_02BRANC	BC_91FOLIA	BC_02FOLIA	BC_91WOOD	BC_02WOOD	BC_91ALLBI	BC_02ALLBI	BE_91BOLE	BE_02BOLE	BE_91BRANC	BE_02BRANC	BE_91FOLIA	BE_02FOLIA	BE_91WOOD	BE_02WOOD	BE_91ALLBI	BE_02ALLBI	BF_91BOLE	BF_02BOLE	BF_91BRANC	BF_02BRANC	BF_91FOLIA	BF_02FOLIA	BF_91WOOD	BF_02WOOD	BF_91ALLBI	BF_02ALLBI	EH_91BOLE	EH_02BOLE	EH_91BRANC	EH_02BRANC	EH_91FOLIA	EH_02FOLIA	EH_91WOOD	EH_02WOOD	EH_91ALLBI	EH_02ALLBI	LA_91BOLE	LA_02BOLE	LA_91BRANC	LA_02BRANC	LA_91FOLIA	LA_02FOLIA	LA_91WOOD	LA_02WOOD	LA_91ALLBI	LA_02ALLBI	PB_91BOLE	PB_02BOLE	PB_91BRANC	PB_02BRANC	PB_91FOLIA	PB_02FOLIA	PB_91WOOD	PB_02WOOD	PB_91ALLBI	PB_02ALLBI	PC_91BOLE	PC_02BOLE	PC_91BRANC	PC_02BRANC	PC_91FOLIA	PC_02FOLIA	PC_91WOOD	PC_02WOOD	PC_91ALLBI	PC_02ALLBI	RM_91BOLE	RM_02BOLE	RM_91BRANC	RM_02BRANC	RM_91FOLIA	RM_02FOLIA	RM_91WOOD	RM_02WOOD	RM_91ALLBI	RM_02ALLBI	RO_91BOLE	RO_02BOLE	RO_91BRANC	RO_02BRANC	RO_91FOLIA	RO_02FOLIA	RO_91WOOD	RO_02WOOD	RO_91ALLBI	RO_02ALLBI	RP_91BOLE	RP_02BOLE	RP_91BRANC	RP_02BRANC	RP_91FOLIA	RP_02FOLIA	RP_91WOOD	RP_02WOOD	RP_91ALLBI	RP_02ALLBI	RS_91BOLE	RS_02BOLE	RS_91BRANC	RS_02BRANC	RS_91FOLIA	RS_02FOLIA	RS_91WOOD	RS_02WOOD	RS_91ALLBI	RS_02ALLBI	SM_91BOLE	SM_02BOLE	SM_91BRANC	SM_02BRANC	SM_91FOLIA	SM_02FOLIA	SM_91WOOD	SM_02WOOD	SM_91ALLBI	SM_02ALLBI	WA_91BOLE	WA_02BOLE	WA_91BRANC	WA_02BRANC	WA_91FOLIA	WA_02FOLIA	WA_91WOOD	WA_02WOOD	WA_91ALLBI	WA_02ALLBI	WP_91BOLE	WP_02BOLE	WP_91BRANC	WP_02BRANC	WP_91FOLIA	WP_02FOLIA	WP_91WOOD	WP_02WOOD	WP_91ALLBI	WP_02ALLBI	YB_91BOLE	YB_02BOLE	YB_91BRANC	YB_02BRANC	YB_91FOLIA	YB_02FOLIA	YB_91WOOD	YB_02WOOD	YB_91ALLBI	YB_02ALLBI	XUTM	YUTM	ELEV	SLOPE	SPR_02_TC1	SPR_02_TC2	SPR_02_TC3	SUM_02_TC1	SUM_02_TC2	SUM_02_TC3	FALL_02_TC1	FALL_02_TC2	FALL_02_TC3
43D	1087804	563799.25	0	0	0.39	0.38	0	0	0.26	0.26	0	0	0.01	0.01	0	0	0.21	0.23	0	0	0	0	0.02	0.02	0.01	0.01	0.02	0.02	0	0	0.08	0.07	43.87	50.5	230234.12	271875.43	67292.6	77727.84	10291.82	11522.11	297526.72	349603.27	307818.55	361125.38	0	0	0	0	0	0	0	0	0	0	0.5	0.47	0.62	0.59	0.29	0.28	0.53	0.5	0.52	0.49	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.13	0.14	0.47	0.47	0.11	0.11	0.12	0.12	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23	0.26	0.15	0.18	0.14	0.15	0.21	0.24	0.21	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.01	0.01	0.01	0.01	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0.12	0.12	0.07	0.07	0.06	0.06	0.11	0.11	0.11	0.1	1952536.13	2594931.5	428	10	55	120	111	83	144	113	64	112	116
43F	1087788.125	564461.8125	0	0	0.38	0.4	0	0	0.23	0.21	0	0	0	0	0	0	0.13	0.14	0	0	0	0	0.04	0.05	0.09	0.09	0	0	0	0	0.11	0.1	33.89	36.49	168617.39	187795.8	48526.36	53953.22	8483.68	8894.35	217143.75	241749.02	225627.42	250643.37	0	0	0	0	0	0	0	0	0	0	0.48	0.5	0.6	0.63	0.27	0.3	0.5	0.53	0.49	0.52	0	0	0	0	0	0	0	0	0	0	0.1	0.09	0.13	0.12	0.38	0.36	0.1	0.1	0.11	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.15	0.1	0.1	0.08	0.09	0.14	0.14	0.14	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.02	0.02	0.02	0.12	0.12	0.05	0.05	0.15	0.16	0.1	0.1	0.11	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0.12	0.09	0.08	0.08	0.08	0.12	0.11	0.12	0.11	1952480.25	2595126.25	407	9	61	130	115	94	153	109	57	113	118
43H	1087771.25	565104.625	0	0	0.48	0.37	0	0	0.37	0.43	0	0	0	0	0	0	0.1	0.17	0	0	0	0	0	0	0.02	0.01	0	0	0	0	0.02	0.02	46.08	39.86	208419.58	163111.59	68865.47	51132.24	11322.35	9820.26	277285.05	214243.83	288607.41	224064.09	0	0	0	0	0	0	0	0	0	0	0.66	0.51	0.73	0.6	0.35	0.27	0.68	0.53	0.66	0.52	0	0	0	0	0	0	0	0	0	0	0.19	0.24	0.19	0.26	0.54	0.59	0.19	0.25	0.2	0.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.21	0.06	0.12	0.06	0.11	0.09	0.19	0.09	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.02	0.01	0.01	0.03	0.02	0.02	0.01	0.03	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0.01	0.01	0.02	0.01	0.02	0.02	0.02	0.02	1952425.63	2595315.25	378	9	71	131	105	94	154	110	70	123	112
43J	1087725.875	565761.25	0	0	0.08	0.09	0	0	0.04	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0.28	0.52	0.5	0	0	0.09	0.09	41.71	46.13	327798.62	367459.35	47876.29	54241.62	7459	8564.94	375674.91	421700.97	383133.91	430265.91	0	0	0	0	0	0	0	0	0	0	0.04	0.05	0.11	0.13	0.09	0.1	0.05	0.06	0.05	0.06	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.03	0.03	0.11	0.1	0.01	0.01	0.02	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0.2	0.18	0.19	0.5	0.52	0.19	0.2	0.19	0.21	0.69	0.67	0.59	0.57	0.21	0.19	0.67	0.66	0.66	0.65	0	0	0	0	0	0	0	0	0	0	0.07	0.07	0.1	0.09	0.09	0.08	0.07	0.07	0.08	0.07	1952361.63	2595506	341	6	74	127	99	98	158	111	72	113	108
43L	1087735	566528	0	0	0.21	0.25	0	0	0.26	0.25	0	0	0	0	0	0	0.34	0.32	0	0	0	0	0	0	0.03	0.04	0.05	0.05	0	0	0.1	0.09	35.16	42.56	166535.06	207990	39665.51	51024.64	7345.6	8804.79	206200.58	259014.64	213546.18	267819.43	0	0	0	0	0	0	0	0	0	0	0.22	0.27	0.34	0.41	0.19	0.23	0.24	0.3	0.24	0.29	0	0	0	0	0	0	0	0	0	0	0.13	0.12	0.18	0.16	0.41	0.38	0.14	0.13	0.15	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36	0.34	0.28	0.26	0.25	0.24	0.35	0.32	0.34	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.04	0.02	0.02	0.04	0.05	0.03	0.04	0.03	0.04	0.11	0.1	0.06	0.05	0.02	0.02	0.1	0.09	0.1	0.09	0	0	0	0	0	0	0	0	0	0	0.14	0.13	0.11	0.09	0.09	0.08	0.14	0.12	0.13	0.12	1952305	2595733.75	332	3	62	124	108	101	157	108	72	112	109
43N	1087720.125	567083.875	0	0	0.05	0.06	0	0	0.3	0.3	0	0	0.06	0.06	0	0	0.46	0.46	0	0	0	0	0.02	0.02	0.02	0.02	0.03	0.03	0	0	0.05	0.05	41.41	46.91	174611.55	200432.73	38360.1	44206.37	10065.93	11038.64	212971.65	244639.1	223037.58	255677.73	0	0	0	0	0	0	0	0	0	0	0.05	0.06	0.09	0.11	0.04	0.05	0.06	0.07	0.06	0.07	0	0	0	0	0	0	0	0	0	0	0.15	0.16	0.26	0.25	0.51	0.5	0.17	0.17	0.19	0.19	0	0	0	0	0	0	0	0	0	0	0.07	0.06	0.05	0.05	0.06	0.05	0.07	0.06	0.06	0.06	0	0	0	0	0	0	0	0	0	0	0.57	0.57	0.48	0.48	0.29	0.3	0.55	0.55	0.54	0.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.01	0.01	0.02	0.02	0.01	0.01	0.01	0.01	0.02	0.02	0.02	0.01	0.03	0.02	0.02	0.02	0.02	0.02	0.06	0.06	0.04	0.04	0.01	0.01	0.06	0.06	0.06	0.06	0	0	0	0	0	0	0	0	0	0	0.06	0.06	0.06	0.05	0.04	0.04	0.06	0.06	0.06	0.06	1952257.63	2595897	318	1	57	125	114	93	145	114	67	118	110
43P	1087610.875	567753.25	0	0	0.2	0.21	0	0	0.26	0.26	0	0	0.08	0.07	0	0	0.26	0.24	0	0	0	0	0	0	0.02	0.03	0.05	0.06	0	0	0.13	0.13	35.54	43.3	165877.9	211606.36	38776.39	48755.77	7942.73	9505.45	204654.29	260362.13	212597.02	269867.58	0	0	0	0	0	0	0	0	0	0	0.2	0.21	0.33	0.34	0.18	0.18	0.23	0.23	0.23	0.23	0	0	0	0	0	0	0	0	0	0	0.12	0.12	0.18	0.18	0.4	0.4	0.14	0.13	0.15	0.14	0	0	0	0	0	0	0	0	0	0	0.08	0.07	0.06	0.05	0.08	0.07	0.07	0.06	0.07	0.07	0	0	0	0	0	0	0	0	0	0	0.26	0.24	0.21	0.19	0.18	0.17	0.25	0.23	0.25	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.03	0.02	0.02	0.03	0.04	0.03	0.03	0.03	0.03	0.1	0.12	0.05	0.06	0.02	0.02	0.09	0.11	0.09	0.1	0	0	0	0	0	0	0	0	0	0	0.2	0.21	0.16	0.16	0.1	0.11	0.19	0.2	0.19	0.2	1952173.88	2596086.75	308	8	57	119	111	96	150	111	60	109	114
44D	1088138.625	563798.5625	0	0	0.32	0.33	0	0	0.16	0.16	0	0	0.2	0.18	0.19	0.11	0.06	0.13	0	0	0	0	0.02	0.01	0	0	0	0	0	0	0.03	0.07	28.44	30.6	109698.48	126204.89	30459.86	34906.74	6679.56	6942.47	140158.35	161111.63	146837.91	168054.1	0	0	0	0	0	0	0	0	0	0	0.45	0.43	0.6	0.58	0.26	0.28	0.48	0.47	0.47	0.46	0	0	0	0	0	0	0	0	0	0	0.09	0.09	0.12	0.11	0.28	0.28	0.1	0.09	0.11	0.1	0	0	0	0	0	0	0	0	0	0	0.21	0.18	0.11	0.1	0.25	0.21	0.18	0.17	0.19	0.17	0.14	0.08	0.09	0.05	0.12	0.07	0.13	0.07	0.13	0.07	0.06	0.15	0.04	0.1	0.04	0.09	0.06	0.14	0.06	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.06	0.02	0.05	0.02	0.06	0.02	0.06	0.02	0.06	1952634.63	2594957	441	6	59	123	113	95	155	111	53	110	118
44F	1088122.125	564470.9375	0	0	0.29	0.3	0	0	0.1	0.09	0	0	0.05	0.04	0	0	0.05	0.04	0	0	0	0	0	0	0.2	0.21	0.04	0.04	0	0	0.24	0.27	22.32	27.51	106523.3	140711.95	26888.55	34336.06	4963.99	6091.85	133411.85	175048.01	138375.84	181139.86	0	0	0	0	0	0	0	0	0	0	0.33	0.33	0.49	0.49	0.25	0.25	0.37	0.36	0.36	0.35	0	0	0	0	0	0	0	0	0	0	0.04	0.04	0.07	0.06	0.19	0.17	0.05	0.04	0.05	0.05	0	0	0	0	0	0	0	0	0	0	0.05	0.03	0.03	0.02	0.05	0.04	0.04	0.03	0.05	0.03	0	0	0	0	0	0	0	0	0	0	0.05	0.04	0.03	0.03	0.03	0.03	0.05	0.04	0.04	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0.11	0.12	0.24	0.27	0.18	0.19	0.18	0.19	0.06	0.06	0.03	0.03	0.02	0.02	0.05	0.06	0.05	0.05	0	0	0	0	0	0	0	0	0	0	0.26	0.29	0.21	0.24	0.2	0.23	0.25	0.28	0.25	0.28	1952577.75	2595154.5	416	8	76	127	94	102	161	105	56	119	124
44H	1088106.25	565110.5	0	0	0.26	0.27	0	0	0.04	0.03	0	0	0.03	0	0	0	0.24	0.25	0	0	0	0	0	0	0.29	0.27	0.07	0.08	0	0	0.07	0.09	41.16	47.39	241316.07	293712.77	50504.98	62549.88	9943.92	11054.69	291821.05	356262.66	301764.97	367317.35	0	0	0	0	0	0	0	0	0	0	0.22	0.23	0.39	0.39	0.21	0.22	0.25	0.26	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.02	0.02	0.06	0.06	0.01	0.01	0.02	0.01	0	0	0	0	0	0	0	0	0	0	0.03	0	0.02	0	0.03	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.26	0.28	0.24	0.26	0.15	0.16	0.25	0.28	0.25	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0.27	0.2	0.17	0.47	0.46	0.29	0.26	0.3	0.26	0.12	0.12	0.07	0.07	0.02	0.03	0.11	0.11	0.1	0.11	0	0	0	0	0	0	0	0	0	0	0.06	0.09	0.06	0.08	0.05	0.07	0.06	0.08	0.06	0.08	1952523.63	2595342.75	387	11	69	123	100	97	156	107	58	111	114
44J	1088082.625	565771.1875	0	0	0.55	0.6	0	0	0.08	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23	0.19	0	0	0	0	0.13	0.12	28.08	30.84	152415.86	171123.43	43341.49	50515.53	6756.86	7124.2	195757.35	221638.95	202514.21	228763.15	0	0	0	0	0	0	0	0	0	0	0.57	0.62	0.74	0.77	0.43	0.47	0.61	0.66	0.6	0.65	0	0	0	0	0	0	0	0	0	0	0.03	0.03	0.04	0.04	0.14	0.14	0.04	0.03	0.04	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24	0.19	0.12	0.09	0.33	0.29	0.22	0.17	0.22	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.15	0.1	0.09	0.1	0.1	0.14	0.14	0.14	0.13	1952465.63	2595536.5	351	6	70	127	101	103	163	109	63	115	112
44L	1088085.375	566452.375	0	0	0.24	0.27	0	0	0.26	0.26	0	0	0	0.01	0	0	0.4	0.36	0	0	0	0	0.05	0.05	0	0	0	0.01	0	0	0.05	0.05	27.3	31.38	107115.05	123804.21	27471.41	32723.09	5566.86	6401.03	134586.47	156527.29	140153.33	162928.32	0	0	0	0	0	0	0	0	0	0	0.26	0.3	0.38	0.43	0.24	0.27	0.28	0.33	0.28	0.33	0	0	0	0	0	0	0	0	0	0	0.16	0.16	0.19	0.18	0.37	0.36	0.16	0.16	0.17	0.17	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0.01	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0	0	0.47	0.42	0.33	0.29	0.31	0.28	0.44	0.39	0.43	0.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0.08	0.06	0.05	0.05	0.04	0.08	0.07	0.08	0.07	1952413.88	2595738.25	334	6	66	125	109	96	153	111	65	114	111
45D	1088458.5	563799.125	0	0	0.04	0.06	0	0	0.04	0.05	0	0	0.18	0.24	0.36	0.14	0.22	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0.18	22.19	21.79	71363.17	82111.33	13737.61	16151.27	4499.27	4565.21	85100.77	98262.6	89600.04	102827.81	0	0	0	0	0	0	0	0	0	0	0.03	0.05	0.07	0.1	0.04	0.06	0.04	0.06	0.04	0.06	0	0	0	0	0	0	0	0	0	0	0.02	0.03	0.05	0.06	0.1	0.12	0.03	0.03	0.03	0.04	0	0	0	0	0	0	0	0	0	0	0.23	0.28	0.18	0.22	0.25	0.31	0.22	0.27	0.23	0.27	0.29	0.1	0.26	0.09	0.28	0.1	0.29	0.1	0.29	0.1	0.25	0.36	0.22	0.32	0.18	0.25	0.24	0.35	0.24	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0.19	0.21	0.22	0.15	0.16	0.17	0.19	0.17	0.19	1952728.5	2594981.5	449	7	52	121	114	85	146	114	58	116	123
45F	1088444.375	564469.875	0	0	0.12	0.15	0	0	0.05	0.05	0	0	0.32	0.32	0.04	0.02	0.1	0.11	0	0	0	0	0	0	0.17	0.18	0.03	0.03	0	0	0.16	0.16	24.72	28.96	103354.61	128983.59	20711.46	26424.39	5618.85	6564.41	124066.07	155407.98	129684.92	161972.4	0	0	0	0	0	0	0	0	0	0	0.12	0.14	0.22	0.26	0.11	0.13	0.13	0.16	0.13	0.16	0	0	0	0	0	0	0	0	0	0	0.03	0.02	0.05	0.05	0.1	0.1	0.03	0.03	0.03	0.03	0	0	0	0	0	0	0	0	0	0	0.34	0.32	0.26	0.25	0.36	0.34	0.32	0.31	0.33	0.31	0.03	0.01	0.03	0.01	0.03	0.01	0.03	0.01	0.03	0.01	0.11	0.13	0.1	0.12	0.07	0.07	0.11	0.13	0.11	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0.19	0.13	0.13	0.19	0.21	0.18	0.18	0.18	0.18	0.05	0.04	0.03	0.03	0.01	0.01	0.04	0.04	0.04	0.04	0	0	0	0	0	0	0	0	0	0	0.14	0.14	0.17	0.16	0.13	0.13	0.15	0.15	0.15	0.15	1952672.5	2595179	418	9	61	121	104	95	159	112	65	120	122
45H	1088434.375	565111.3125	0	0	0.42	0.48	0	0	0.04	0.04	0	0	0.07	0.06	0	0	0.32	0.26	0	0	0	0	0	0	0.14	0.15	0	0	0	0	0.02	0.02	32.44	35.57	170453.19	190699.03	44416.99	51780.45	6807.22	7590.04	214870.17	242479.47	221677.39	250069.51	0	0	0	0	0	0	0	0	0	0	0.43	0.5	0.61	0.67	0.37	0.41	0.47	0.53	0.46	0.53	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.02	0.02	0.09	0.08	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0.06	0.06	0.04	0.04	0.07	0.07	0.06	0.05	0.06	0.05	0	0	0	0	0	0	0	0	0	0	0.33	0.26	0.24	0.18	0.23	0.18	0.31	0.24	0.31	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.16	0.08	0.08	0.22	0.24	0.13	0.14	0.14	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.01	0.01	0.01	0.02	0.01	0.02	0.01	0.02	0.01	1952620	2595368	390	11	65	129	107	97	160	111	53	108	121
45J	1088409.625	565763.6875	0	0	0.3	0.32	0	0	0.51	0.5	0	0	0	0	0	0	0.01	0.01	0	0	0	0	0.01	0.02	0	0	0	0	0	0	0.17	0.16	38.88	44.2	142835.98	167096.07	43946.87	51733.84	10209.19	11251.51	186782.85	218829.91	196992.05	230081.42	0	0	0	0	0	0	0	0	0	0	0.38	0.41	0.47	0.5	0.22	0.24	0.4	0.44	0.39	0.43	0	0	0	0	0	0	0	0	0	0	0.32	0.31	0.34	0.33	0.64	0.63	0.33	0.31	0.34	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0	0	0.01	0.01	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28	0.26	0.18	0.16	0.12	0.11	0.26	0.23	0.25	0.23	1952562.38	2595559.25	360	7	57	121	110	93	149	113	60	118	113
46D	1088788	563829.4375	0	0	0.48	0.48	0	0	0.14	0.14	0.03	0.03	0.11	0.12	0.03	0.02	0	0	0	0	0	0	0	0	0.04	0.05	0	0	0	0	0.17	0.16	29	32.55	137953.07	159451.55	43142.34	49313.8	6608.03	7427.95	181095.41	208765.35	187703.44	216193.3	0	0	0	0	0	0	0	0	0	0	0.6	0.6	0.7	0.7	0.38	0.38	0.63	0.62	0.62	0.61	0	0	0	0	0	0	0	0	0	0	0.06	0.06	0.07	0.07	0.25	0.25	0.07	0.06	0.07	0.07	0.01	0.01	0.03	0.03	0.04	0.04	0.02	0.02	0.02	0.02	0.1	0.11	0.05	0.06	0.12	0.14	0.09	0.1	0.09	0.1	0.02	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.04	0.02	0.02	0.04	0.05	0.03	0.04	0.03	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0.16	0.11	0.11	0.14	0.13	0.15	0.15	0.15	0.15	1952823	2595015.75	450	10	71	126	96	95	160	112	55	114	118
46F	1088787.5	564469.5	0	0	0.18	0.18	0	0	0.08	0.07	0	0	0.01	0.01	0	0	0.04	0.04	0	0	0	0	0	0	0.38	0.4	0.02	0.02	0	0	0.3	0.28	27.46	32.88	134488.87	168041.89	28383.86	34845.35	6717.37	8207.06	162872.73	202887.24	169590.1	211094.3	0	0	0	0	0	0	0	0	0	0	0.18	0.18	0.31	0.32	0.14	0.13	0.2	0.2	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0.03	0.03	0.06	0.05	0.12	0.1	0.04	0.04	0.04	0.04	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0.04	0.04	0.03	0.03	0.02	0.02	0.04	0.04	0.04	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41	0.42	0.27	0.28	0.48	0.52	0.39	0.4	0.39	0.4	0.03	0.03	0.02	0.02	0.01	0.01	0.02	0.03	0.02	0.03	0	0	0	0	0	0	0	0	0	0	0.31	0.29	0.3	0.29	0.22	0.21	0.31	0.29	0.3	0.29	1952773.38	2595205.25	422	8	68	123	97	95	159	114	59	119	123
46H	1088744.5	565108.1875	0	0.02	0.04	0.06	0	0	0.11	0.1	0	0	0.06	0.03	0	0	0.14	0.17	0	0	0	0	0.01	0.01	0.35	0.34	0.07	0.09	0	0	0.2	0.2	27.57	32.19	125324.22	154059.22	22722.74	27882.96	6603.44	7520.29	148046.96	181942.18	154650.4	189462.47	0	0.02	0	0.01	0	0.01	0	0.02	0	0.02	0.03	0.06	0.07	0.12	0.04	0.05	0.04	0.07	0.04	0.06	0	0	0	0	0	0	0	0	0	0	0.05	0.04	0.11	0.09	0.21	0.18	0.06	0.05	0.07	0.06	0	0	0	0	0	0	0	0	0	0	0.05	0.02	0.04	0.02	0.06	0.03	0.05	0.02	0.05	0.02	0	0	0	0	0	0	0	0	0	0	0.14	0.16	0.13	0.16	0.1	0.11	0.14	0.16	0.13	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0	0	0.38	0.36	0.29	0.28	0.41	0.42	0.36	0.35	0.37	0.35	0.11	0.14	0.08	0.1	0.03	0.03	0.1	0.13	0.1	0.13	0	0	0	0	0	0	0	0	0	0	0.21	0.2	0.25	0.23	0.15	0.16	0.21	0.2	0.21	0.2	1952711.38	2595391	390	12	60	114	103	93	157	112	57	112	120
