Tree_ID;Species;DBH_cm;Live_dead;Stump;North_m;East_m;ELEV_m;Tree_height_m;Crown_depth_m;Mean_crown_radius_m_from_center;Crown_radius_north_m_from_center;Crown_radius_east_m_from_center;Crown_radius_west_m_from_center;Crown_radius_south_m_from_center
1163;SF;17.3;L;;104.99;264.27;1115.12;14.73;8.54;1.33;NA;NA;NA;NA
1165;SF;26;L;;106.16;258.75;1113.23;21.41;12.3;1.48;NA;NA;NA;NA
1166;WH;23.2;L;;106.04;254.75;1113.83;14.87;11.14;1.97;NA;NA;NA;NA
1169;SF;25.5;L;;112.97;259.12;1114.31;21.02;12.08;1.48;NA;NA;NA;NA
1170;SF;16.9;L;;115.96;261.66;1114.45;14.42;8.37;1.33;NA;NA;NA;NA
1172;SF;13.9;L;;115.05;252.23;1113.96;12.11;7.08;1.27;NA;NA;NA;NA
1173;SF;21.6;L;;111.89;250.59;1113.67;18.03;10.4;1.41;NA;NA;NA;NA
1176;SF;29.3;L;;108.43;245.89;1113.56;23.94;13.72;1.54;NA;NA;NA;NA
1178;SF;25;L;;106.98;249.89;1113.8;20.64;11.86;1.47;NA;NA;NA;NA
1179;SF;13.9;L;;107.85;252.1;1113.56;12.11;7.08;1.27;NA;NA;NA;NA
1182;WH;14.9;L;;103.05;255.09;1113.76;9.27;7.25;1.71;NA;NA;NA;NA
1183;SF;11.7;L;;100.08;255.93;1113.26;10.43;6.13;1.24;NA;NA;NA;NA
1184;SF;30.1;L;;98.41;252.87;1113.26;24.56;14.06;1.56;NA;NA;NA;NA
1186;WH;41.6;L;;95.9;248.32;1113.27;27.29;19.77;2.54;NA;NA;NA;NA
1187;WH;13.8;L;;96.61;247.52;1112.55;8.53;6.73;1.68;NA;NA;NA;NA
1191;SF;17.1;L;;91.94;258.46;1113.76;14.57;8.46;1.33;NA;NA;NA;NA
1192;SF;10.7;L;;91.56;258.12;1113.81;9.66;5.69;1.22;NA;NA;NA;NA
1193;SF;12;L;;93.17;256.48;1113.76;10.66;6.26;1.24;NA;NA;NA;NA
1194;SF;11.5;L;;91.12;257.16;1113.81;10.27;6.04;1.23;NA;NA;NA;NA
1195;SF;12.4;L;;90.14;256.38;1113.72;10.96;6.43;1.25;NA;NA;NA;NA
1196;SF;19.3;L;;90.95;255.88;1113.65;16.26;9.4;1.37;NA;NA;NA;NA
1197;SF;17.7;L;;92.12;254.86;1113.58;15.03;8.71;1.34;NA;NA;NA;NA
1198;SF;12.2;L;;93.15;252.29;1113.74;10.81;6.34;1.24;NA;NA;NA;NA
1199;SF;14.1;L;;89.81;252.55;1113.51;12.27;7.16;1.28;NA;NA;NA;NA
1200;WH;34.9;L;;86.29;245.93;1113.66;22.77;16.63;2.34;NA;NA;NA;NA
1204;SF;35.8;L;;79.52;207.88;1112.05;28.93;16.52;1.65;NA;NA;NA;NA
1205;SF;25.7;L;;83.74;209.47;1111.91;21.18;12.17;1.48;NA;NA;NA;NA
1206;WH;27.2;L;;85.24;209.38;1112.08;17.57;13.02;2.1;NA;NA;NA;NA
1207;WH;42.2;L;;90.91;206.35;1112.34;27.69;20.05;2.56;NA;NA;NA;NA
1208;SF;11.5;L;;94.67;211.94;1112.82;10.27;6.04;1.23;NA;NA;NA;NA
1209;SF;16.4;L;;93.06;210.18;1112.6;14.03;8.15;1.32;NA;NA;NA;NA
1210;SF;13.2;L;;95.42;208.67;1112.7;11.58;6.77;1.26;NA;NA;NA;NA
1212;SF;31.5;L;;101.64;209.05;1113.08;25.63;14.67;1.58;NA;NA;NA;NA
1214;WH;40.7;L;;98.61;202.73;1112.64;26.68;19.34;2.52;NA;NA;NA;NA
1218;WH;25.3;L;;93.2;196.71;1112.03;16.29;12.13;2.04;NA;NA;NA;NA
1220;WH;27.3;L;;85.63;197.96;1111.69;17.64;13.06;2.1;NA;NA;NA;NA
1222;SF;13.2;L;;77.9;203.79;1111.76;11.58;6.77;1.26;NA;NA;NA;NA
1223;SF;19.8;L;;77.18;204.37;1111.91;16.65;9.62;1.38;NA;NA;NA;NA
1227;WH;20.1;L;;81.83;193.32;1111.59;12.78;9.69;1.88;NA;NA;NA;NA
1228;WH;31.7;L;;82.23;193.76;1111.73;20.61;15.13;2.24;NA;NA;NA;NA
1230;WH;12.4;L;;84.56;191.89;1111.49;7.58;6.08;1.64;NA;NA;NA;NA
1232;WH;32.8;L;;90.92;194.63;1111.8;21.35;15.64;2.27;NA;NA;NA;NA
1233;SF;10.9;L;;90.1;189.41;1111.61;9.81;5.78;1.22;NA;NA;NA;NA
1234;WH;24.4;L;;95.15;190.92;1111.92;15.68;11.7;2.01;NA;NA;NA;NA
1237;WH;22.8;L;;94.7;189.01;1111.57;14.6;10.95;1.96;NA;NA;NA;NA
1243;WH;25.4;L;;83.18;181.44;1111.21;16.36;12.17;2.04;NA;NA;NA;NA
1246;WH;21.4;L;;83.26;178.47;1110.84;13.66;10.3;1.92;NA;NA;NA;NA
1249;SF;31.1;L;;86.41;172.54;1110.64;25.32;14.5;1.57;NA;NA;NA;NA
1250;SF;26.6;L;;86.54;171.97;1110.68;21.87;12.55;1.49;NA;NA;NA;NA
1257;WH;19.6;L;;81.42;161.61;1109.84;12.44;9.45;1.86;NA;NA;NA;NA
1258;SF;12.5;L;;81.54;162.29;1109.95;11.04;6.47;1.25;NA;NA;NA;NA
1260;SF;15.3;L;;82.08;165.05;1109.83;13.19;7.68;1.3;NA;NA;NA;NA
1261;SF;32;L;;83.07;167.57;1110.3;26.02;14.88;1.59;NA;NA;NA;NA
1263;WH;14.8;L;;73.74;163.32;1109.77;9.2;7.2;1.71;NA;NA;NA;NA
1271;SF;16;L;;78.72;156.28;1109.4;13.73;7.98;1.31;NA;NA;NA;NA
1273;DF;100.5;L;;66.64;157.95;1109.49;49.63;23.76;2.82;NA;NA;NA;NA
1281;SF;16.9;L;;79.38;149.63;1109.23;14.42;8.37;1.33;NA;NA;NA;NA
1284;GF;22.1;L;;81.74;147.03;1109.58;18.41;10.61;1.42;NA;NA;NA;NA
1286;SF;19.8;L;;73.64;139.45;1108.96;16.65;9.62;1.38;NA;NA;NA;NA
1288;SF;11.2;L;;70.87;140.34;1108.89;10.04;5.91;1.23;NA;NA;NA;NA
1292;SF;15;L;;62.11;144.92;1108.75;12.96;7.55;1.29;NA;NA;NA;NA
1293;SF;40.3;L;;61.8;146.79;1108.7;32.39;18.46;1.73;NA;NA;NA;NA
1296;SF;17.2;L;;55.13;137.6;1108.36;14.65;8.5;1.33;NA;NA;NA;NA
1299;WH;10.9;L;;60.68;133.91;1108.59;6.57;5.37;1.59;NA;NA;NA;NA
1302;WH;35.1;L;;65.97;136.82;1108.97;22.9;16.72;2.34;NA;NA;NA;NA
1304;SF;13.8;L;;70.7;137.32;1108.98;12.04;7.03;1.27;NA;NA;NA;NA
1305;SF;10.8;L;;71.8;136.56;1108.92;9.73;5.74;1.22;NA;NA;NA;NA
1306;SF;11.9;L;;73.59;130.03;1108.97;10.58;6.21;1.24;NA;NA;NA;NA
1308;SF;14;L;;75.44;131.53;1109.05;12.19;7.12;1.28;NA;NA;NA;NA
1309;SF;10.5;L;;78.04;138.47;1109.18;9.5;5.61;1.21;NA;NA;NA;NA
1310;SF;10.8;L;;79.16;136.82;1109.1;9.73;5.74;1.22;NA;NA;NA;NA
1311;SF;14.1;L;;72.78;124.86;1108.69;12.27;7.16;1.28;NA;NA;NA;NA
1321;DF;48.3;L;;62.53;126.19;1108.7;36.76;10.94;1.84;NA;NA;NA;NA
1322;SF;15.6;L;;61.59;122.6;1108.45;13.42;7.81;1.3;NA;NA;NA;NA
1325;SF;28;L;;72.65;121.52;1109.04;22.94;13.16;1.52;NA;NA;NA;NA
1327;SF;12.9;L;;65.65;112.65;1108.72;11.35;6.64;1.26;NA;NA;NA;NA
1328;WH;18.3;L;;67.02;108.73;1108.51;11.56;8.84;1.82;NA;NA;NA;NA
1330;WH;46.1;L;;63.66;103.53;1108.37;30.33;21.88;2.68;NA;NA;NA;NA
1331;SF;44.7;L;;63.18;107.21;1108.42;35.77;20.36;1.81;NA;NA;NA;NA
1333;SF;19.5;L;;60.7;111.11;1109.26;16.42;9.49;1.37;NA;NA;NA;NA
1334;DF;38;L;;59.75;103.36;1108.45;26.26;7.3;1.65;NA;NA;NA;NA
1336;SF;20.4;L;;55.37;103.68;1107.81;17.11;9.88;1.39;NA;NA;NA;NA
1337;SF;35.3;L;;51.61;105.79;1107.97;28.55;16.31;1.65;NA;NA;NA;NA
1339;SF;22;L;;53.51;107.75;1108.15;18.34;10.57;1.41;NA;NA;NA;NA
1340;SF;36.3;L;;54.9;112.11;1108.49;29.32;16.74;1.66;NA;NA;NA;NA
1348;SF;10;L;;62.76;98.12;1108.27;9.12;5.39;1.21;NA;NA;NA;NA
1349;SF;11.5;L;;63.61;97.19;1108.26;10.27;6.04;1.23;NA;NA;NA;NA
1350;SF;12.2;L;;65.34;96.53;1108.24;10.81;6.34;1.24;NA;NA;NA;NA
1373;SF;16.7;L;;38;91.42;1106.99;14.27;8.28;1.32;NA;NA;NA;NA
1375;SF;25.1;L;;40.74;90.38;1107.37;20.72;11.91;1.47;NA;NA;NA;NA
1376;WH;18.4;L;;42.48;89.94;1107.5;11.63;8.89;1.82;NA;NA;NA;NA
1378;SF;11.2;L;;44.9;93.69;1107.45;10.04;5.91;1.23;NA;NA;NA;NA
1379;SF;43.3;L;;45.91;95.07;1107.75;34.69;19.76;1.79;NA;NA;NA;NA
1381;SF;20;L;;48.16;91.83;1107.79;16.8;9.71;1.38;NA;NA;NA;NA
1384;WH;38.5;L;;46.46;84.4;1107.52;25.2;18.31;2.45;NA;NA;NA;NA
1385;SF;16.9;L;;49.65;82.19;1107.35;14.42;8.37;1.33;NA;NA;NA;NA
1386;DF;30.1;L;;54.72;83.19;1107.67;18.99;5;1.5;NA;NA;NA;NA
1387;SF;10.8;L;;56.72;87.57;1107.78;9.73;5.74;1.22;NA;NA;NA;NA
1388;SF;10.4;L;;57.1;91.74;1108.01;9.43;5.57;1.21;NA;NA;NA;NA
1389;SF;13.9;L;;60.21;94.01;1108.28;12.11;7.08;1.27;NA;NA;NA;NA
1390;SF;13.7;L;;60.98;93.94;1108.3;11.96;6.99;1.27;NA;NA;NA;NA
1391;WH;48.6;L;;62.22;88.78;1108.03;32.01;23.05;2.76;NA;NA;NA;NA
1392;SF;21;L;;56.21;81.21;1107.74;17.57;10.14;1.4;NA;NA;NA;NA
1393;SF;24.1;L;;51.84;80.35;1107.43;19.95;11.48;1.45;NA;NA;NA;NA
1394;SF;15.1;L;;50.59;78.03;1107.41;13.04;7.59;1.29;NA;NA;NA;NA
1395;SF;21.5;L;;49.99;79.1;1107.42;17.95;10.35;1.41;NA;NA;NA;NA
1397;WH;10.6;L;;46.34;76.85;1106.79;6.37;5.23;1.58;NA;NA;NA;NA
1398;SF;21.7;L;;43.08;77.38;1107.11;18.11;10.44;1.41;NA;NA;NA;NA
1399;SF;24.8;L;;43.27;82.2;1106.98;20.49;11.78;1.46;NA;NA;NA;NA
1400;SF;39.7;L;;39.79;79.82;1106.81;31.93;18.21;1.72;NA;NA;NA;NA
1404;SF;13.4;L;;36.53;80.17;1106.61;11.73;6.86;1.27;NA;NA;NA;NA
1405;SF;10.8;L;;36.66;78.4;1106.43;9.73;5.74;1.22;NA;NA;NA;NA
1407;SF;33.6;L;;35.12;73.96;1106.41;27.24;15.57;1.62;NA;NA;NA;NA
1408;SF;11.3;L;;38.35;73.76;1106.63;10.12;5.95;1.23;NA;NA;NA;NA
1411;SF;19.1;L;;45.27;72.69;1107.07;16.11;9.32;1.36;NA;NA;NA;NA
1413;SF;14.9;L;;49.96;74.73;1107.22;12.88;7.51;1.29;NA;NA;NA;NA
1414;SF;10.9;L;;49.01;71.86;1107.08;9.81;5.78;1.22;NA;NA;NA;NA
1415;SF;13.9;L;;48.5;67.59;1106.89;12.11;7.08;1.27;NA;NA;NA;NA
1416;SF;25.2;L;;53.33;68.81;1106.86;20.79;11.95;1.47;NA;NA;NA;NA
1417;SF;16.7;L;;53.28;71.19;1107.16;14.27;8.28;1.32;NA;NA;NA;NA
1418;SF;12.6;L;;56.8;66.6;1106.69;11.12;6.51;1.25;NA;NA;NA;NA
1419;DF;29.1;L;;28.56;72.18;1105.64;18.16;4.74;1.48;NA;NA;NA;NA
1427;SF;10.8;L;;42.6;62.64;1105.74;9.73;5.74;1.22;NA;NA;NA;NA
1429;SF;16;L;;40.44;64.25;1105.65;13.73;7.98;1.31;NA;NA;NA;NA
1430;SF;13.4;L;;49.94;60.56;1106.37;11.73;6.86;1.27;NA;NA;NA;NA
1431;SF;23.2;L;;49.83;60.98;1106.39;19.26;11.09;1.44;NA;NA;NA;NA
1432;WH;12.5;L;;52.26;59.88;1106.47;7.65;6.12;1.64;NA;NA;NA;NA
1435;SF;24.7;L;;50.59;64.88;1106.22;20.41;11.73;1.46;NA;NA;NA;NA
1436;SF;10.8;L;;53.94;62.51;1106.64;9.73;5.74;1.22;NA;NA;NA;NA
1438;SF;15.4;L;;53.6;60.41;1106.46;13.27;7.72;1.3;NA;NA;NA;NA
1441;SF;17.3;L;;54.47;52.74;1105.82;14.73;8.54;1.33;NA;NA;NA;NA
1443;SF;18.5;L;;47.27;54.94;1105.76;15.65;9.06;1.35;NA;NA;NA;NA
1445;SF;10.3;L;;48.37;48.75;1104.67;9.35;5.52;1.21;NA;NA;NA;NA
1447;SF;14.2;L;;28.94;56.71;1104.92;12.35;7.2;1.28;NA;NA;NA;NA
1448;SF;13.8;L;;27.16;62.86;1104.63;12.04;7.03;1.27;NA;NA;NA;NA
1450;SF;20.6;L;;23.74;58.32;1103.73;17.26;9.97;1.39;NA;NA;NA;NA
1453;SF;12;L;;28.98;56.53;1104.92;10.66;6.26;1.24;NA;NA;NA;NA
1454;SF;59.5;L;;30.94;52.6;1104.65;41.93;23.53;2.32;NA;NA;NA;NA
1460;SF;16.8;L;;51.77;43.48;1104.48;14.34;8.33;1.32;NA;NA;NA;NA
1461;SF;16.8;L;;51.05;45.31;1104.92;14.34;8.33;1.32;NA;NA;NA;NA
1463;SF;18.8;L;;171.41;316.58;1113.5;15.88;9.19;1.36;NA;NA;NA;NA
1478;SF;17.3;L;;196.01;300.2;1110.14;14.73;8.54;1.33;NA;NA;NA;NA
1481;WH;31.7;L;;192.93;290.07;1110.72;20.61;15.13;2.24;NA;NA;NA;NA
1508;WH;16.6;L;;207.55;286.2;1107.07;10.42;8.05;1.77;NA;NA;NA;NA
1509;WH;47.3;L;;204.6;295.39;1108.11;31.14;22.44;2.72;NA;NA;NA;NA
1510;WH;79.3;L;;201.74;295;1108.68;46.23;35.56;3.84;NA;NA;NA;NA
1511;WH;25.5;L;;203.3;296.56;1108.44;16.42;12.22;2.04;NA;NA;NA;NA
1513;WH;46;L;;209.35;298.24;1107.72;30.26;21.83;2.68;NA;NA;NA;NA
1515;WH;68.8;L;;217.2;299.69;1107.12;43.88;33.56;3.63;NA;NA;NA;NA
1517;WH;12.5;L;;214.17;309.2;1107.68;7.65;6.12;1.64;NA;NA;NA;NA
1518;WH;70;L;;214.75;310.55;1107.96;44.15;33.79;3.66;NA;NA;NA;NA
1519;WH;61.1;L;;208.12;315.47;1108.12;42.16;32.09;3.48;NA;NA;NA;NA
1520;DF;95;L;;207.24;310.83;1108.12;48.73;23.15;2.72;NA;NA;NA;NA
1521;WH;80.3;L;;206.76;314.68;1107.43;46.45;35.75;3.86;NA;NA;NA;NA
1523;WH;21.2;L;;211.65;319.02;1108.1;13.52;10.2;1.91;NA;NA;NA;NA
1524;WH;24.8;L;;208.16;320.32;1107.71;15.95;11.89;2.02;NA;NA;NA;NA
1525;WH;18.3;L;;211.36;320.77;1108.17;11.56;8.84;1.82;NA;NA;NA;NA
1526;WH;75.7;L;;212.6;319.96;1108.32;45.42;34.88;3.77;NA;NA;NA;NA
1531;WH;52.7;L;;190.18;272.71;1110.95;40.29;30.49;3.31;NA;NA;NA;NA
1532;WH;13.9;L;;189.51;272;1111.22;8.6;6.78;1.68;NA;NA;NA;NA
1533;WH;27.6;L;;201.29;269.82;1108.1;17.84;13.2;2.11;NA;NA;NA;NA
1534;WH;107;L;;204.09;268.75;1107.12;52.42;40.85;4.4;NA;NA;NA;NA
1535;WH;47.3;L;;196.77;265.97;1108.88;31.14;22.44;2.72;NA;NA;NA;NA
1536;WH;58.4;L;;192.34;264.66;1110.16;41.56;31.57;3.42;NA;NA;NA;NA
1537;WH;11.5;L;;195.11;257.28;1108.74;6.98;5.66;1.61;NA;NA;NA;NA
1538;WH;13.3;L;;193.81;256.63;1109.19;8.19;6.5;1.66;NA;NA;NA;NA
1539;WH;104.5;L;;194.21;255.35;1109.08;51.86;40.37;4.35;NA;NA;NA;NA
1540;WH;87.7;L;;188.33;254.34;1110.61;48.11;37.17;4.01;NA;NA;NA;NA
1541;WH;38.4;L;;187.55;250.51;1110.54;25.13;18.27;2.44;NA;NA;NA;NA
1543;WH;64.8;L;;190.1;247.91;1110.05;42.99;32.8;3.55;NA;NA;NA;NA
1544;WH;19.5;L;;185.22;246.12;1110.81;12.37;9.41;1.86;NA;NA;NA;NA
1546;DF;103.9;L;;191.44;241.47;1109.87;50.12;24.14;2.89;NA;NA;NA;NA
1547;WH;73.5;L;;186.28;240.74;1109.74;44.93;34.46;3.73;NA;NA;NA;NA
1548;WH;60.2;L;;188.45;238.64;1110.33;41.96;31.92;3.46;NA;NA;NA;NA
1549;WH;89.5;L;;183.2;235.46;1111.11;48.51;37.51;4.05;NA;NA;NA;NA
1551;WH;85.4;L;;187.52;226.7;1111.1;47.59;36.73;3.97;NA;NA;NA;NA
1552;WH;45.9;L;;181.48;229.35;1111.6;30.19;21.78;2.68;NA;NA;NA;NA
1553;WH;37.1;L;;175.39;220.52;1112.05;24.25;17.66;2.4;NA;NA;NA;NA
1554;WH;62.5;L;;177.49;220.68;1111.82;42.48;32.36;3.51;NA;NA;NA;NA
1556;DF;108.8;L;;187.75;219.6;1111.23;50.76;24.69;2.98;NA;NA;NA;NA
1557;WH;64;L;;178.47;217.98;1111.84;42.81;32.64;3.54;NA;NA;NA;NA
1558;WH;28.6;L;;181.05;215.08;1111.6;18.52;13.67;2.14;NA;NA;NA;NA
1559;WH;56.6;L;;182.55;210.21;1111.45;41.16;31.23;3.39;NA;NA;NA;NA
1560;DF;68.5;L;;174.99;215.32;1112.23;42.24;20.2;2.22;NA;NA;NA;NA
1562;SF;22.5;L;;171.38;209.28;1112.16;18.72;10.79;1.42;NA;NA;NA;NA
1563;SF;11.2;L;;170.44;205.35;1111.67;10.04;5.91;1.23;NA;NA;NA;NA
1564;SF;10.6;L;;172.66;205.29;1111.71;9.58;5.65;1.22;NA;NA;NA;NA
1565;SF;53.7;L;;174.08;206.68;1111.94;40;21.52;2.26;NA;NA;NA;NA
1567;SF;39.8;L;;176.33;211.8;1111.97;32.01;18.25;1.72;NA;NA;NA;NA
1568;DF;135.9;L;;179.62;205.03;1111.87;53.1;27.71;3.49;NA;NA;NA;NA
1569;SF;23.2;L;;180.17;203.94;1111.36;19.26;11.09;1.44;NA;NA;NA;NA
1570;SF;10.9;L;;178.39;202.08;1110.77;9.81;5.78;1.22;NA;NA;NA;NA
1572;SF;11.2;L;;176.95;199.17;1110.68;10.04;5.91;1.23;NA;NA;NA;NA
1573;SF;11.9;L;;173.91;202.63;1111.43;10.58;6.21;1.24;NA;NA;NA;NA
1574;SF;26.8;L;;170.73;201.07;1111.69;22.02;12.64;1.5;NA;NA;NA;NA
1575;SF;20.9;L;;168.64;201.82;1111.63;17.49;10.1;1.4;NA;NA;NA;NA
1576;WH;16.9;L;;166.84;201.4;1112.51;10.62;8.19;1.78;NA;NA;NA;NA
1578;SF;12.7;L;;168.77;197.4;1111.3;11.19;6.56;1.25;NA;NA;NA;NA
1579;SF;13;L;;168.85;196.84;1110.93;11.42;6.69;1.26;NA;NA;NA;NA
1582;SF;17.8;L;;174.48;190.88;1110.43;15.11;8.76;1.34;NA;NA;NA;NA
1583;SF;13.3;L;;173.06;191.21;1110.67;11.65;6.82;1.26;NA;NA;NA;NA
1584;SF;41.5;L;;171.99;192.48;1110.88;33.31;18.98;1.75;NA;NA;NA;NA
1585;SF;17.1;L;;172.17;188.77;1110.13;14.57;8.46;1.33;NA;NA;NA;NA
1586;SF;50.5;L;;165.77;194.31;1111.19;38.94;20.4;2.24;NA;NA;NA;NA
1587;SF;9.8;L;;165.05;191.15;1110.6;8.97;5.31;1.2;NA;NA;NA;NA
1588;SF;21;L;;163.72;189.87;1110.46;17.57;10.14;1.4;NA;NA;NA;NA
1591;SF;11.7;L;;167.03;187.05;1109.76;10.43;6.13;1.24;NA;NA;NA;NA
1593;SF;24.2;L;;170.66;186.28;1109.53;20.03;11.52;1.45;NA;NA;NA;NA
1595;SF;11.4;L;;172.47;183.9;1108.65;10.19;6;1.23;NA;NA;NA;NA
1596;SF;25;L;;174.97;184.33;1108.96;20.64;11.86;1.47;NA;NA;NA;NA
1597;SF;26;L;;176.14;184.19;1108.94;21.41;12.3;1.48;NA;NA;NA;NA
1598;SF;10.6;L;;175.47;188.03;1109.77;9.58;5.65;1.22;NA;NA;NA;NA
1599;SF;20.3;L;;174.69;181.07;1108.76;17.03;9.84;1.39;NA;NA;NA;NA
1600;SF;15.9;L;;174.18;180;1108.57;13.65;7.94;1.31;NA;NA;NA;NA
1601;SF;54.6;L;;170.86;171.32;1106.24;40.3;21.83;2.27;NA;NA;NA;NA
1602;SF;46.8;L;;167.25;170.2;1106.6;37.38;21.27;1.85;NA;NA;NA;NA
1604;SF;35.8;L;;167.57;167.36;1105.92;28.93;16.52;1.65;NA;NA;NA;NA
1606;DF;100.5;L;;168.02;161.65;1104.88;49.63;23.76;2.82;NA;NA;NA;NA
1608;SF;16.2;L;;160.61;170.29;1106.19;13.88;8.07;1.31;NA;NA;NA;NA
1609;SF;19.4;L;;160.82;180.01;1108.18;16.34;9.45;1.37;NA;NA;NA;NA
1610;SF;52;L;;163.5;158.49;1104.88;39.44;20.93;2.25;NA;NA;NA;NA
1611;SF;65.8;L;;158.44;157.87;1105.54;44.03;25.71;2.37;NA;NA;NA;NA
1612;WH;10.1;L;;159.24;156.7;1105.2;6.03;5;1.56;NA;NA;NA;NA
1613;SF;13.1;L;;153.43;155.38;1106.39;11.5;6.73;1.26;NA;NA;NA;NA
1614;DF;55;L;;156.36;152.4;1106.05;37.14;18.7;1.97;NA;NA;NA;NA
1615;DF;91.4;L;;156.43;151.36;1106.02;48.08;22.75;2.65;NA;NA;NA;NA
1616;SF;54.8;L;;157.85;150.82;1105.76;40.37;21.9;2.27;NA;NA;NA;NA
1617;SF;15.9;L;;157.95;151.05;1105.66;13.65;7.94;1.31;NA;NA;NA;NA
1618;WH;12.1;L;;158.4;148.42;1105.76;7.38;5.94;1.63;NA;NA;NA;NA
1619;WH;16.2;L;;157.97;145.62;1105.38;10.15;7.86;1.75;NA;NA;NA;NA
1620;DF;85;L;;153.82;147.73;1106.98;46.75;22.04;2.53;NA;NA;NA;NA
1621;SF;22.2;L;;151.98;149.41;1107.01;18.49;10.66;1.42;NA;NA;NA;NA
1622;SF;32;L;;149.67;149.11;1107.46;26.02;14.88;1.59;NA;NA;NA;NA
1623;SF;34.3;L;;148.45;144.5;1107.83;27.78;15.88;1.63;NA;NA;NA;NA
1624;WH;15.2;L;;154.32;143.41;1106.91;9.47;7.39;1.72;NA;NA;NA;NA
1626;SF;22.6;L;;154.83;140.75;1106.43;18.8;10.83;1.43;NA;NA;NA;NA
1628;SF;18.1;L;;157.17;138.46;1106;15.34;8.89;1.35;NA;NA;NA;NA
1629;SF;13.5;L;;154.98;136.22;1106.22;11.81;6.9;1.27;NA;NA;NA;NA
1630;SF;29.7;L;;151.99;136.46;1107.31;24.25;13.89;1.55;NA;NA;NA;NA
1631;DF;87.6;L;;149.71;138.18;1108.24;47.32;22.33;2.58;NA;NA;NA;NA
1632;SF;17.4;L;;148.24;138.19;1108.25;14.8;8.59;1.33;NA;NA;NA;NA
1634;SF;10;L;;145.85;137.9;1108.77;9.12;5.39;1.21;NA;NA;NA;NA
1636;SF;19.3;L;;146.78;134.81;1108.63;16.26;9.4;1.37;NA;NA;NA;NA
1637;SF;57.5;L;;145.61;132.82;1109.2;41.27;22.83;2.3;NA;NA;NA;NA
1638;SF;13.1;L;;147.07;130.8;1108.62;11.5;6.73;1.26;NA;NA;NA;NA
1639;WH;15.4;L;;147.15;129.35;1108.7;9.61;7.48;1.73;NA;NA;NA;NA
1640;DF;104.9;L;;150.43;134.09;1107.73;50.26;24.25;2.91;NA;NA;NA;NA
1641;SF;16.8;L;;150.9;129.74;1107.61;14.34;8.33;1.32;NA;NA;NA;NA
1642;SF;18.3;L;;150.62;128.39;1107.62;15.49;8.97;1.35;NA;NA;NA;NA
1643;GF;67.8;L;;152.98;129.57;1107.26;44.69;26.41;2.39;NA;NA;NA;NA
1645;DF;73.9;L;;155.61;132.66;1106.47;43.91;20.8;2.32;NA;NA;NA;NA
1646;WH;16.4;L;;154.62;133.61;1106.6;10.28;7.95;1.76;NA;NA;NA;NA
1647;SF;14.7;L;;156.12;131.97;1106.01;12.73;7.42;1.29;NA;NA;NA;NA
1648;WH;14.7;L;;157.21;134.01;1105.78;9.14;7.16;1.71;NA;NA;NA;NA
1670;SF;10;L;;113.35;253.48;1114.03;9.12;5.39;1.21;NA;NA;NA;NA
1692;SF;13;L;;43.28;63.63;1106.09;11.42;6.69;1.26;NA;NA;NA;NA
1694;DF;70.9;L;;141.2;332.31;1113.94;43.01;20.47;2.27;NA;NA;NA;NA
1695;WH;29.6;L;;142.88;340.79;1114.22;19.19;14.14;2.17;NA;NA;NA;NA
1696;SF;12.7;L;;139.03;344.04;1115.24;11.19;6.56;1.25;NA;NA;NA;NA
1697;SF;12.8;L;;138.03;341.51;1115.17;11.27;6.6;1.25;NA;NA;NA;NA
1698;SF;17.2;L;;133.84;338.45;1115.96;14.65;8.5;1.33;NA;NA;NA;NA
1699;DF;139.8;L;;132.19;333.33;1116.22;53.31;28.14;3.56;NA;NA;NA;NA
1705;WH;22.7;L;;128.76;344.16;1117.69;14.53;10.91;1.96;NA;NA;NA;NA
1706;WH;77.8;L;;128.96;345.39;1117.64;45.89;35.28;3.81;NA;NA;NA;NA
1707;WH;62.7;L;;128.04;345.81;1117.69;42.52;32.4;3.51;NA;NA;NA;NA
1708;SF;15.2;L;;116.84;334.77;1117.5;13.11;7.64;1.3;NA;NA;NA;NA
1710;DF;129.6;L;;126.59;351.14;1117.71;52.7;27.01;3.37;NA;NA;NA;NA
1716;SF;12.6;L;;134.77;354.49;1117.42;11.12;6.51;1.25;NA;NA;NA;NA
1717;DF;95.8;L;;136.34;353.54;1117.55;48.87;23.24;2.73;NA;NA;NA;NA
1719;SF;10.4;L;;132.64;352.96;1117.39;9.43;5.57;1.21;NA;NA;NA;NA
1720;SF;12.6;L;;136.2;350.61;1116.58;11.12;6.51;1.25;NA;NA;NA;NA
1724;SF;10;L;;141.84;352.56;1116.15;9.12;5.39;1.21;NA;NA;NA;NA
1725;WH;12.5;L;;139.79;351.43;1116.34;7.65;6.12;1.64;NA;NA;NA;NA
1726;WH;14.2;L;;144.2;343;1114.54;8.8;6.92;1.69;NA;NA;NA;NA
1727;DF;207.7;L;;144.62;346.63;1115.37;54.87;35.71;4.84;NA;NA;NA;NA
1729;SF;10.5;L;;145.41;350.93;1115.63;9.5;5.61;1.21;NA;NA;NA;NA
1733;SF;14;L;;146.34;348.28;1115.26;12.19;7.12;1.28;NA;NA;NA;NA
1735;WH;90.7;L;;143.47;332.78;1113.62;48.78;37.74;4.07;NA;NA;NA;NA
1736;WH;20.4;L;;147.92;329.99;1112.95;12.98;9.83;1.88;NA;NA;NA;NA
